id	Word1	Word2	Pronunciation	Meaning	Translation	Extra1	Extra2	False	confidence
454	早	早	zǎo	temprano	early		早	False	0
455	早饭	早飯	zǎo fàn	desayuno	breakfast		早饭	False	0
456	早上	早上	zǎoshang	mañana	Morning		早上	False	0
457	怎么	怎麽	zěnme	cómo	How		怎么	False	0
458	站（名）	站	zhàn	pararse; detener; estación	stand; stop; halt; station		站	False	0
459	找	找	zhǎo	buscar	look for		找	False	0
460	找到	找到	zhǎo dào	encontrar	find		找到	False	0
461	这边	這邊	zhè biān	aquí	here		这边	False	0
462	这	這	zhè	aquí aquí)	Here (here)		这	False	0
463	这里	這裡	zhè lǐ	aquí	here		这里	False	0
464	这儿	這兒	zhèr	aquí	here		这儿	False	0
465	这些	這些	zhè xiē	estos	these		这些	False	0
466	着	著	zhe	en proceso de	in process of		着	False	0
467	真	真	zhēn	en realidad	really		真	False	0
468	真的	真的	zhēn de	en realidad	really		真的	False	0
469	正（副）	正	zhèng	derecho; vertical; positivo; correcto; principal; justo; exactamente	straight; upright; positive; correct; main; just; exactly		正	False	0
470	正在	正在	zhèngzài	en proceso de	in process of		正在	False	0
471	知道	知道	zhīdào	saber	know		知道	False	0
472	知识	知識	zhīshi	conocimiento	knowledge		知识	False	0
473	中国	中國	zhōngguó	porcelana	China		中国	False	0
474	中	中	zhōng	medio; en	middle; in		中	False	0
475	中间	中間	zhōngjiān	medio	Middle		中间	False	0
476	中文	中文	zhōngwén	chino	Chinese		中文	False	0
477	中午	中午	zhōngwǔ	mediodía	Noon		中午	False	0
478	中学	中學	zhōng xué	escuela intermedia	middle school		中学	False	0
479	中学生	中學生	zhōng xué shēng	estudiante de secundaria	middle School student		中学生	False	0
480	重	重	zhòng	pesado	heavy		重	False	0
481	重要	重要	zhòngyào	importante	important		重要	False	0
482	住	住	zhù	vivir	live		住	False	0
483	准备	準備	zhǔnbèi	prepararse	Get ready		准备	False	0
484	桌子	桌子	zhuōzi	mesa	Table		桌子	False	0
485	字	字	zì	palabra, carácter	word, character		字	False	0
486	子（桌子）	子	zi （ zhuō zi ）	sufijo sustantivo (mesa)	noun suffix (table)		子	False	0
487	走	走	zǒu	ve a caminar	go, walk		走	False	0
488	最	最	zuì	mayoría	most		最	False	0
489	走路	走路	zǒu lù	caminar	walk		走路	False	0
490	最好	最好	zuìhǎo	mejor	Best		最好	False	0
491	最后	最後	zuìhòu	último	Last		最后	False	0
492	昨天	昨天	zuótiān	ayer	Yesterday		昨天	False	0
493	左边	左邊	zuǒbian	izquierda	left		左边	False	0
494	左	左	zuǒ	izquierda	left		左	False	0
495	坐	坐	zuò	sentarse	sit		坐	False	0
496	坐下	坐下	zuò xià	siéntate	sit down		坐下	False	0
497	做	做	zuò	hacer	do		做	False	0
498	啊	啊	a	ahorcado	ah		啊	False	0
499	爱情	愛情	àiqíng	amar	Love		爱情	False	0
500	安静	安靜	ānjìng	tranquilizarse	Be quiet		安静	False	0
501	安全	安全	ānquán	seguridad	security		安全	False	0
502	爱人	愛人	ài rén	amante	lover		爱人	False	0
503	班长	班長	bān zhǎng	monitor; líder de escuadrón	monitor; squad leader		班长	False	0
504	办	辦	bàn	hacer	do		办	False	0
505	办法	辦法	bànfǎ	forma	Way		办法	False	0
506	办公室	辦公室	bàngōngshì	oficina	Office		办公室	False	0
507	白色	白色	bái sè	blanco	white		白色	False	0
508	帮助	幫助	bāngzhù	ayuda	Help		帮助	False	0
509	报名	報名	bàomíng	inscribirse	sign up		报名	False	0
510	饱	飽	bǎo	lleno	full		饱	False	0
511	半夜	半夜	bàn yè	medianoche	midnight		半夜	False	0
512	报纸	報紙	bàozhǐ	periódico	Newspaper		报纸	False	0
513	北方	北方	běifāng	norte	north		北方	False	0
514	比如说	比如說	bǐ rú shuō	por ejemplo	for example		比如说	False	0
515	比如	比如	bǐrú	como	such as		比如	False	0
516	笔记	筆記	bǐ jì	nota; notas	note; notes		笔记	False	0
517	笔	筆	bǐ	bolígrafo	pen		笔	False	0
518	背（动）	背	bēi	llevar por la espalda; hombro; atrás	carry on the back; shoulder		背	False	0
519	笔记本	筆記本	bǐjìběn	computadora portátil	Notebook		笔记本	False	0
520	边	邊	biān	lado	side		边	False	0
521	变	變	biàn	cambiar	change		变	False	0
522	必须	必須	bìxū	debe	Must		必须	False	0
523	遍	遍	biàn	veces	Times		遍	False	0
524	变成	變成	biàn chéng	convertirse en; cambie a	become; change into		变成	False	0
525	不错	不錯	bú cuò	nada mal; bastante bien	not bad; pretty good		不错	False	0
526	不够	不夠	bú gòu	no es suficiente	not enough		不够	False	0
527	不但	不但	bú dàn	no solo	not only		不但	False	0
528	不过	不過	búguò	sin embargo	However		不过	False	0
529	不太	不太	bú tài	no demasiado; no mucho	not too; not very much		不太	False	0
530	表	錶	biǎo	mirar	watch		表	False	0
531	不好意思	不好意思	bù hǎo yì sī	lo siento; sentirse avergonzado	sorry; feel embarrassed		不好意思	False	0
532	不满	不滿	bù mǎn	insatisfecho	dissatisfied		不满	False	0
533	不要	不要	bú yào	no	don’t		不要	False	0
534	不如	不如	bùrú	no tan bueno como	not as good as		不如	False	0
535	不久	不久	bù jiǔ	pronto	soon		不久	False	0
536	不少	不少	bù shǎo	no pocos; mucho	not a few; a lot		不少	False	0
537	不同	不同	bù tóng	diferente	different		不同	False	0
538	不行	不行	bù xíng	de ninguna manera; estar fuera de lugar	no way; be out of the question		不行	False	0
539	不一定	不一定	bù yī dìng	no necesariamente; incierto	not necessarily; uncertain		不一定	False	0
540	不一会儿	不一會兒	bù yī huìr	en un momento; en un rato; pronto	in a moment; in a little while; soon		不一会儿	False	0
541	部分	部分	bùfen	parte	Part		部分	False	0
542	菜单	菜單	càidān	menú	menu		菜单	False	0
543	参观	參觀	cānguān	visita	visit		参观	False	0
544	才（副）	纔	cái	capacidad; talento; regalo; dotación; solo; justo	ability; talent; gift; endowment; only; just		才	False	0
545	参加	參加	cānjiā	participar en	participate in		参加	False	0
546	草地	草地	cǎo dì	césped; césped	grass; lawn		草地	False	0
547	层	層	céng	capa	layer		层	False	0
548	草	草	cǎo	césped	grass		草	False	0
549	差不多	差不多	chàbuduō	casi	Almost		差不多	False	0
550	长	長	cháng	(zhǎng) jefe; cabeza; líder (cháng) largo	(zhǎng) chief; head; leader (cháng) long		长	False	0
551	查	查	chá	buscar; controlar	search; check		查	False	0
552	常见	常見	cháng jiàn	común	common		常见	False	0
553	常用	常用	cháng yòng	en uso común	in common use		常用	False	0
554	场	塲	chǎng	sitio	site		场	False	0
555	超过	超過	chāoguò	superar	Exceed		超过	False	0
556	超市	超市	chāoshì	supermercado	Supermarket		超市	False	0
557	车辆	車輛	chē liàng	auto; vehículo	car; vehicle		车辆	False	0
558	成绩	成績	chéngjì	logro	achievement		成绩	False	0
559	称	稱	chēng	decir	say		称	False	0
560	重复	重覆	chóngfù	repetir	repeat		重复	False	0
561	重新	重新	chóngxīn	de nuevo	again		重新	False	0
562	出发	出發	chūfā	exponer	Set out		出发	False	0
563	成为	成為	chéngwéi	convertirse	Become		成为	False	0
564	成（动）	成	chéng	convertirse en; finalizar	become; finish		成	False	0
565	出国	出國	chū guó	ir al extranjero	go abroad		出国	False	0
566	出口（名）	出口	chū kǒu	exportar; salida	export; exit		出口	False	0
567	出门	出門	chū mén	salir	go out		出门	False	0
568	出生	出生	chūshēng	nacimiento	Birth		出生	False	0
569	出现	出現	chūxiàn	aparecer	Appear		出现	False	0
570	出院	出院	chū yuàn	descargado; dejar el hospital	discharged; leave hospital		出院	False	0
571	出租	出租	chū zū	alquilar	rent		出租	False	0
572	出租车	出租車	chūzūchē	taxi	Taxi		出租车	False	0
573	吹	吹	chuī	explotar	blow		吹	False	0
574	春节	春節	chūn jié	festival de primavera; año nuevo chino	Spring Festival; Chinese New Year		春节	False	0
575	船	船	chuán	barco	ship		船	False	0
576	春天	春天	chūn tiān	primavera	spring		春天	False	0
577	词典	詞典	cídiǎn	diccionario	Dictionary		词典	False	0
578	词	詞	cí	palabra	word		词	False	0
579	词语	詞語	cíyǔ	términos	terms		词语	False	0
580	答应	答應	dāying	promesa	promise		答应	False	0
581	打工	打工	dǎgōng	trabajar	Work		打工	False	0
582	从小	從小	cóng xiǎo	desde la niñez	from childhood		从小	False	0
583	打算	打算	dǎsuàn	plan	Plan		打算	False	0
584	打印	打印	dǎyìn	imprimir	Print		打印	False	0
585	大部分	大部分	dà bù fèn	mayoría	most		大部分	False	0
586	大大	大大	dà dà	muy; enormemente	greatly; enormously		大大	False	0
587	大多数	大多數	dà duō shù	mayoría; gran mayoría	most; great majority		大多数	False	0
588	大家	大家	dàjiā	todos	everybody		大家	False	0
589	大海	大海	dà hǎi	mar	sea		大海	False	0
590	大量	大量	dà liàng	mucho; un montón de	a lot of; lots of		大量	False	0
591	大门	大門	dà mén	puerta; puerta	door; gate		大门	False	0
592	大人	大人	dà rén	adulto	adult		大人	False	0
593	大声	大聲	dà shēng	alto	loud		大声	False	0
594	大衣	大衣	dà yī	sobretodo	overcoat		大衣	False	0
595	大自然	大自然	dà zì rán	naturaleza	nature		大自然	False	0
596	带	帶	dài	cinturón	belt		带	False	0
597	带来	帶來	dài lái	traer	bring		带来	False	0
598	单位	單位	dānwèi	compañía	Company		单位	False	0
599	大小	大小	dà xiǎo	tamaño	size		大小	False	0
600	但	但	dàn	pero; sin embargo	but; however		但	False	0
601	但是	但是	dàn shì	pero; sin embargo	but; however		但是	False	0
602	蛋	蛋	dàn	huevo	egg		蛋	False	0
603	当	當	dāng	cuando	When		当	False	0
604	当时	當時	dāngshí	en ese tiempo	at that time		当时	False	0
605	到处	到處	dàochù	en todos lados	everywhere		到处	False	0
606	道	道	dào	camino; forma; camino	road; way; path		道	False	0
607	道路	道路	dào lù	camino; forma; camino	road; way; path		道路	False	0
608	倒	倒	dǎo	otoño, caída, falla	fall, topple, fail		倒	False	0
609	道理	道理	dàolǐ	verdad	truth		道理	False	0
610	得	得	dé	(děi) necesidad; debe; tengo que; asegúrate de; (dé) conseguir	need; must; have to; be sure to; get		得	False	0
611	得出	得出	dé chū	obtener resultados; llegar a la conclusión	obtain results; reach conclusion		得出	False	0
612	的话	的話	de huà	si	if		的话	False	0
613	等（助、名）	等	děng	etc.; esperar	etc.; wait		等	False	0
614	等到	等到	děng dào	esperar hasta; para el momento	wait until; by the time		等到	False	0
615	灯	燈	dēng	lámpara	lamp		灯	False	0
616	低	低	dī	bajo	low		低	False	0
617	等于	等於	děngyú	ser igual a	Be equal to		等于	False	0
618	地铁	地鐵	dìtiě	metro	metro		地铁	False	0
619	地球	地球	dìqiú	tierra	earth		地球	False	0
620	地铁站	地鐵站	dì tiě zhàn	estación de metro	subway station		地铁站	False	0
621	店	店	diàn	comercio; almacenar	shop; store		店	False	0
622	点头	點頭	diǎn tóu	asentir	nod		点头	False	0
623	东北	東北	dōng běi	noreste	northeast		东北	False	0
624	东方	東方	dōng fāng	este	east		东方	False	0
625	冬天	冬天	dōng tiān	invierno	winter		冬天	False	0
626	掉	掉	diào	caer	fall		掉	False	0
627	东南	東南	dōng nán	sureste	southeast		东南	False	0
628	懂得	懂得	dǒng de	saber; entender; comprender	know; understand; comprehend		懂得	False	0
629	动物	動物	dòngwù	animal	Animal		动物	False	0
630	动物园	動物園	dòng wù yuán	zoo	zoo		动物园	False	0
631	度	度	dù	grado; límite; gastar	degree; limit; spend		度	False	0
632	读音	讀音	dú yīn	pronunciación	pronunciation		读音	False	0
633	短	短	duǎn	corto	short		短	False	0
634	短信	短信	duǎnxìn	mensaje	message		短信	False	0
635	段	段	duàn	párrafo	paragraph		段	False	0
636	队	隊	duì	equipo	team		队	False	0
637	队长	隊長	duì zhǎng	jefe de equipo; capitán	team leader; captain		队长	False	0
638	懂	懂	dǒng	entender	understand		懂	False	0
639	对话	對話	duìhuà	diálogo	dialogue		对话	False	0
640	对面	對面	duìmiàn	lado opuesto	Opposite side		对面	False	0
641	多（副）	多	duō	mucho más; mucho más	much more; far more		多	False	0
642	多久	多久	duō jiǔ	cuánto tiempo	how long		多久	False	0
643	对（介、动）	對	duì	bien; a; en; rostro; ser opuesto; respuesta	right; to; at; face; be opposite; answer		对	False	0
644	多么	多麼	duōme	qué	what		多么	False	0
645	多数	多數	duō shù	mayoría; mayoría	most; majority		多数	False	0
646	多云	多雲	duō yún	nublado	cloudy		多云	False	0
647	而且	而且	ér qiě	y	and		而且	False	0
648	发	髮	fā	mandar	send out		发	False	0
649	发现	發現	fāxiàn	encontrar	find		发现	False	0
650	饭馆	飯館	fàn guǎn	restaurante	restaurant		饭馆	False	0
651	方便	方便	fāngbiàn	conveniente	convenient		方便	False	0
652	方便面	方便麵	fāng biàn miàn	fideos instantáneos	Instant noodles		方便面	False	0
653	方法	方法	fāngfǎ	método	Method		方法	False	0
654	方面	方面	fāngmiàn	aspecto	Aspect		方面	False	0
655	放下	放下	fàng xià	suelte; establecer; gota	put down; lay down; drop		放下	False	0
656	方向	方向	fāngxiàng	dirección	direction		方向	False	0
657	分（动）	分	fēn	minuto; punto; parte; (palabra de medida) dividir; parte; distribuir	minute; point; part; (measure word) divide; part; distribute		分	False	0
658	分开	分開	fēn kāi	separado; parte	separate; part		分开	False	0
659	分数	分數	fēn shù	puntaje; marca; fracción	score; mark; fraction		分数	False	0
660	放心	放心	fàngxīn	no te preocupes	Don’t worry		放心	False	0
661	分钟	分鐘	fēnzhōng	minuto	Minute		分钟	False	0
662	服务	服務	fú wù	servicio	service		服务	False	0
663	复习	複習	fùxí	revisar	Review		复习	False	0
664	份	份	fèn	compartir	share		份	False	0
665	封（量）	封	fēng	sello; conferir; envolver	seal; confer; envelop		封	False	0
666	改	改	gǎi	cambiar; correcto; revisar; pasar a otra cosa	change; correct; revise; switch over		改	False	0
667	改变	改變	gǎibiàn	cambiar	change		改变	False	0
668	该（动）	該	gāi	merecer; debería; deber	deserve; should; owe		该	False	0
669	感到	感到	gǎn dào	sentir; sentido	feel; sense		感到	False	0
670	感动	感動	gǎndòng	ser movido	Be moved		感动	False	0
671	干杯	乾杯	gānbēi	¡salud!	Cheers!		干杯	False	0
672	感觉	感覺	gǎnjué	sentir	feel		感觉	False	0
673	干活儿	幹活兒	gànhuór	trabajar en un trabajo	work on a job		干活儿	False	0
674	刚	剛	gāng	justo	just		刚	False	0
675	刚才	剛纔	gāngcái	justo	just		刚才	False	0
676	刚刚	剛剛	gāng gāng	justo; solo; hace un momento	just; only; just a moment ago		刚刚	False	0
677	高级	高級	gāojí	sénior	senior		高级	False	0
678	感谢	感謝	gǎnxiè	agradecer	Thank		感谢	False	0
679	高中	高中	gāo zhōng	escuela secundaria superior	senior high school		高中	False	0
680	个子	個子	gèzi	altura	Height		个子	False	0
681	更	更	gèng	más	more		更	False	0
682	公共汽车	公共汽車	gōnggòngqìchē	autobús	Bus		公共汽车	False	0
683	公交车	公交車	gōng jiāo chē	autobús	bus		公交车	False	0
684	公斤	公斤	gōngjīn	kg.	Kg.		公斤	False	0
685	公路	公路	gōng lù	carretera; carretera	highway; highroad		公路	False	0
686	公平	公平	gōngpíng	justo	fair		公平	False	0
687	公里	公里	gōnglǐ	kilómetro	kilometre		公里	False	0
688	公园	公園	gōngyuán	parque	Park		公园	False	0
689	公司	公司	gōngsī	compañía	company		公司	False	0
690	故事	故事	gùshi	historia	Story		故事	False	0
691	狗	狗	gǒu	perro	Dog		狗	False	0
692	够	夠	gòu	suficiente	enough		够	False	0
693	故意	故意	gùyì	deliberadamente	deliberately		故意	False	0
694	顾客	顧客	gùkè	cliente	customer		顾客	False	0
695	关机	關機	guān jī	cerrar	shutdown		关机	False	0
696	关心	關心	guānxīn	preocuparse por	Care for		关心	False	0
697	观点	觀點	guāndiǎn	punto de vista	viewpoint		观点	False	0
698	广场	廣場	guǎngchǎng	cuadrado	square		广场	False	0
699	广告	廣告	guǎnggào	anuncio	Advertisement		广告	False	0
700	过来	過來	guò lái	venir; venir	come; come over		过来	False	0
701	过年	過年	guò nián	celebre el año nuevo	celebrate the New Year		过年	False	0
702	国际	國際	guójì	internacional	international		国际	False	0
703	过去（动）	過去	guò qù	pasado; viejo; superalo; pasar por	past; old; foretime; go over; pass by		过去	False	0
704	海	海	hǎi	mar	sea		海	False	0
705	过	過	guò	cruz; aprobar; gastar; vivir	cross; pass; spend; live		过	False	0
706	海边	海邊	hǎi biān	playa	seaside		海边	False	0
707	好（副）	好	hǎo	bueno; bien	well; fine; okay; good		好	False	0
